timestamp,date,hour,store_id,store_city,store_format,sku_id,on_hand_units,on_shelf_units,backroom_units,planogram_capacity_units,pos_sales_units,returns_units,waste_units,stockout_flag,stockout_minutes_in_hour,price,promo_flag,promo_type,footfall_count,delivery_received_flag,sku_name,category,shelf_life_days,base_demand_index
2025-12-03 01:00:00,2025-12-03,1,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,343,123,220,123,2,1,35,N,0,4.75,0,,197,1,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 02:00:00,2025-12-03,2,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,402,123,279,123,3,1,19,N,0,3.86,0,,193,1,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 03:00:00,2025-12-03,3,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,380,123,257,123,1,0,34,N,0,5.79,0,,143,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 04:00:00,2025-12-03,4,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,345,123,222,123,0,0,0,N,0,4.8,0,,191,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 05:00:00,2025-12-03,5,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,345,123,222,123,8,0,4,N,0,5.39,0,,165,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 06:00:00,2025-12-03,6,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,515,123,392,123,2,0,14,N,0,4.52,0,,77,1,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 07:00:00,2025-12-03,7,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,499,123,376,123,4,0,28,N,0,6.01,0,,141,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 08:00:00,2025-12-03,8,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,467,123,344,123,1,0,6,N,0,6.35,0,,209,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 09:00:00,2025-12-03,9,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,460,123,337,123,7,0,36,N,0,4.56,0,,168,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 10:00:00,2025-12-03,10,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,417,123,294,123,6,1,59,N,0,5.92,0,,175,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 11:00:00,2025-12-03,11,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,352,123,229,123,5,0,22,N,0,4.79,0,,211,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 12:00:00,2025-12-03,12,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,325,123,202,123,1,0,18,N,0,4.96,0,,288,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 13:00:00,2025-12-03,13,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,306,123,183,123,1,0,2,N,0,6.71,0,,237,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 14:00:00,2025-12-03,14,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,303,123,180,123,4,0,34,N,0,5.78,0,,232,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 15:00:00,2025-12-03,15,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,265,123,142,123,3,0,16,N,0,5.99,0,,178,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 16:00:00,2025-12-03,16,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,246,123,123,123,4,0,21,N,0,5.64,0,,132,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 17:00:00,2025-12-03,17,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,221,123,98,123,3,0,21,N,0,3.56,0,,125,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 18:00:00,2025-12-03,18,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,278,123,155,123,6,0,11,N,0,4.11,0,,351,1,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 19:00:00,2025-12-03,19,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,261,123,138,123,7,0,42,N,0,4.33,1,discount,372,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 20:00:00,2025-12-03,20,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,212,123,89,123,5,0,30,N,0,4.82,0,,255,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 21:00:00,2025-12-03,21,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,177,123,54,123,7,0,17,N,0,5.5,0,,380,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 22:00:00,2025-12-03,22,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,153,123,30,123,6,0,7,N,0,4.66,0,,351,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-03 23:00:00,2025-12-03,23,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,140,123,17,123,6,0,13,N,0,4.49,0,,229,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 00:00:00,2025-12-04,0,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,121,121,0,123,4,1,3,N,0,6.1,0,,231,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 01:00:00,2025-12-04,1,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,114,114,0,123,0,0,8,N,0,6.93,0,,176,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 02:00:00,2025-12-04,2,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,106,106,0,123,4,0,8,N,0,4.43,0,,160,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 03:00:00,2025-12-04,3,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,94,94,0,123,2,1,8,N,0,6.35,0,,172,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 04:00:00,2025-12-04,4,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,84,84,0,123,1,1,12,N,0,6.79,0,,100,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 05:00:00,2025-12-04,5,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,207,123,84,123,2,0,26,N,0,4.98,0,,151,1,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 06:00:00,2025-12-04,6,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,179,123,56,123,3,0,24,N,0,5.22,0,,95,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 07:00:00,2025-12-04,7,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,152,123,29,123,5,0,21,N,0,4.2,0,,137,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 08:00:00,2025-12-04,8,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,126,123,3,123,1,0,22,N,0,6.85,0,,71,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 09:00:00,2025-12-04,9,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,289,123,166,123,2,0,30,N,0,5.22,0,,109,1,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 10:00:00,2025-12-04,10,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,257,123,134,123,1,0,26,N,0,4.68,0,,188,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 11:00:00,2025-12-04,11,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,230,123,107,123,6,0,30,N,0,3.78,0,,268,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 12:00:00,2025-12-04,12,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,194,123,71,123,4,0,10,N,0,4.78,0,,272,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 13:00:00,2025-12-04,13,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,180,123,57,123,5,0,10,N,0,6.9,0,,284,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 14:00:00,2025-12-04,14,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,165,123,42,123,5,0,8,N,0,5.18,1,BOGO,289,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 15:00:00,2025-12-04,15,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,152,123,29,123,6,0,23,N,0,6.71,0,,200,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 16:00:00,2025-12-04,16,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,123,123,0,123,4,0,4,N,0,4.62,0,,216,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 17:00:00,2025-12-04,17,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,115,115,0,123,5,2,9,N,0,5.05,0,,138,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 18:00:00,2025-12-04,18,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,101,101,0,123,7,0,3,N,0,5.02,0,,377,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 19:00:00,2025-12-04,19,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,91,91,0,123,5,0,10,N,0,5.05,0,,231,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 20:00:00,2025-12-04,20,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,76,76,0,123,7,0,11,N,0,6.13,0,,354,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 21:00:00,2025-12-04,21,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,58,58,0,123,1,0,0,N,0,5.72,0,,328,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 22:00:00,2025-12-04,22,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,57,57,0,123,7,1,0,N,0,6.14,0,,336,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-04 23:00:00,2025-12-04,23,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,50,50,0,123,1,0,7,N,0,4.21,0,,99,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 00:00:00,2025-12-05,0,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,42,42,0,123,2,0,3,N,0,4.34,0,,273,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 01:00:00,2025-12-05,1,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,37,37,0,123,1,0,4,N,0,4.39,0,,168,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 02:00:00,2025-12-05,2,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,32,32,0,123,1,0,1,N,0,4.13,0,,260,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 03:00:00,2025-12-05,3,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,192,123,69,123,4,0,5,N,0,3.61,0,,202,1,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 04:00:00,2025-12-05,4,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,183,123,60,123,1,0,17,N,0,3.54,0,,224,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 05:00:00,2025-12-05,5,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,165,123,42,123,8,0,21,N,0,5.63,0,,221,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 06:00:00,2025-12-05,6,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,136,123,13,123,3,0,21,N,0,4.3,0,,211,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 07:00:00,2025-12-05,7,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,112,112,0,123,5,0,15,N,0,5.33,0,,247,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 08:00:00,2025-12-05,8,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,92,92,0,123,5,0,0,N,0,5.89,0,,219,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 09:00:00,2025-12-05,9,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,264,123,141,123,4,0,24,N,0,5.03,0,,144,1,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 10:00:00,2025-12-05,10,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,236,123,113,123,1,1,10,N,0,4.03,0,,277,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 11:00:00,2025-12-05,11,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,317,123,194,123,7,0,14,N,0,6.79,0,,257,1,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 12:00:00,2025-12-05,12,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,296,123,173,123,2,0,17,N,0,5.27,0,,317,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 13:00:00,2025-12-05,13,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,277,123,154,123,4,0,12,N,0,4.99,0,,357,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 14:00:00,2025-12-05,14,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,261,123,138,123,11,0,7,N,0,3.92,0,,403,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 15:00:00,2025-12-05,15,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,243,123,120,123,0,1,7,N,0,6.95,0,,108,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 16:00:00,2025-12-05,16,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,236,123,113,123,9,0,28,N,0,3.78,1,bundle,197,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 17:00:00,2025-12-05,17,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,199,123,76,123,3,1,21,N,0,5.7,0,,179,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 18:00:00,2025-12-05,18,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,175,123,52,123,11,0,16,N,0,3.15,1,discount,409,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 19:00:00,2025-12-05,19,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,148,123,25,123,10,0,12,N,0,3.94,1,discount,382,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 20:00:00,2025-12-05,20,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,126,123,3,123,11,0,16,N,0,5.39,1,BOGO,331,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 21:00:00,2025-12-05,21,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,99,99,0,123,7,0,7,N,0,5.69,0,,394,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 22:00:00,2025-12-05,22,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,85,85,0,123,8,0,7,N,0,6.49,0,,407,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-05 23:00:00,2025-12-05,23,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,70,70,0,123,4,0,11,N,0,3.55,0,,204,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-06 00:00:00,2025-12-06,0,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,55,55,0,123,4,0,5,N,0,5.7,0,,233,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-06 01:00:00,2025-12-06,1,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,46,46,0,123,4,1,4,N,0,3.94,0,,232,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-06 02:00:00,2025-12-06,2,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,38,38,0,123,1,0,2,N,0,4.86,0,,205,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-06 03:00:00,2025-12-06,3,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,35,35,0,123,3,0,0,N,0,5.09,0,,218,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-06 04:00:00,2025-12-06,4,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,32,32,0,123,5,0,0,N,0,6.0,0,,243,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-06 05:00:00,2025-12-06,5,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,27,27,0,123,4,0,0,N,0,6.87,0,,173,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-06 06:00:00,2025-12-06,6,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,23,23,0,123,4,1,0,N,0,6.53,0,,162,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-06 07:00:00,2025-12-06,7,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,19,19,0,123,4,0,1,N,0,6.97,0,,213,0,White Sandwich Loaf,Fresh Bread,3,0.8
2025-12-06 08:00:00,2025-12-06,8,ST_RIYADH_MALL_01,Riyadh,mall,SKU_101,14,14,0,123,6,1,0,N,0,6.68,0,,194,0,White Sandwich Loaf,Fresh Bread,3,0.8
